date,population,admission,release,los_1_day,los_2-3_days,los_4-7_days,los_8-14_days,los_15-30_days,los_31-60_days,los_61-90_days,los_91-182_days,los_183-365_days,los_365+_days
2020-11-21,84783.94206707175,1844.3967299288547,898.8334462024495,389,149,52,63,77,56,21,20,5,0
2020-11-22,85218.56945336226,1333.4608324929573,828.8334462024495,312,153,69,52,67,53,21,20,9,0
2020-11-23,85560.19683965277,1170.4608324929573,2109.066867370653,430,476,283,156,192,182,115,95,44,0
2020-11-24,85125.06665018569,1673.9366779035852,1982.2668673706532,465,231,297,163,218,188,92,140,45,0
2020-11-25,84792.4281273853,1649.628344570252,1921.4918673706534,503,263,278,142,235,145,87,117,39,0
2020-11-26,84361.05627125155,1490.1200112369186,730.4918673706534,274,102,74,52,62,54,13,26,3,0
2020-11-27,84632.68441511782,1002.1200112369186,1129.5752007039866,337,221,109,107,122,81,36,41,15,0
2020-11-28,85335.5625589841,1832.4533445702518,553.7389433940451,360,57,73,63,69,53,24,33,8,0
2020-11-29,85632.65181396146,850.8281983714215,392.2389433940451,27,25,14,10,8,10,4,9,4,0
2020-11-30,86027.24106893883,786.8281983714215,2184.6802146801224,510,477,367,162,150,136,68,107,40,0
2020-12-01,85271.81581714639,1429.254962887673,2022.9423358922436,409,187,322,196,231,228,116,125,59,0
2020-12-02,84946.85571686909,1697.9822356149457,1855.4558494057571,422,192,178,179,238,200,77,111,42,0
2020-12-03,84844.68503100621,1753.2851635428735,1954.1413757215466,483,227,128,214,239,215,106,149,64,0
2020-12-04,84519.06381882753,1628.5201635428737,2032.9753096447662,480,237,140,138,234,186,97,122,42,0
2020-12-05,84414.39831165814,1928.3098024753697,812.3753096447663,326,116,46,53,61,60,18,31,7,0
2020-12-06,84882.63280448875,1280.6098024753696,764.9169763114329,290,175,50,33,52,33,21,20,10,0
2020-12-07,85350.15896398602,1232.443135808703,2006.416976311433,444,472,256,116,192,171,80,93,52,0
2020-12-08,84922.68512348329,1578.943135808703,1994.416976311433,434,231,275,133,186,196,105,191,71,0
2020-12-09,84563.21128298056,1634.943135808703,1977.2503096447663,454,219,252,150,246,193,132,134,57,0
2020-12-10,84267.37077581116,1681.4098024753696,2004.2503096447663,450,217,177,146,262,206,124,157,44,0
2020-12-11,84119.53026864176,1856.4098024753696,1837.028087422544,555,295,155,127,187,181,81,123,36,0
2020-12-12,83995.68976147236,1713.1875802531474,856.103087422544,343,121,64,36,62,55,27,33,9,0
2020-12-13,84409.42425430297,1269.8375802531475,723.228087422544,298,132,54,35,33,26,16,24,4,0
2020-12-14,84782.28374713357,1096.0875802531475,2162.4864207558776,385,492,307,174,210,189,83,133,46,0
2020-12-15,84158.91823996417,1539.1209135864808,2021.4864207558774,427,248,281,185,191,223,117,138,62,0
2020-12-16,83789.55273279478,1652.1209135864808,2705.399464234138,443,218,231,166,285,332,204,390,65,0
2020-12-17,82611.0141487023,1526.8608801416647,2040.35090902258,417,279,176,202,235,215,125,198,77,0
2020-12-18,82163.07381022387,1592.4105705441414,2006.6885713602423,452,232,164,195,193,218,116,178,77,0
2020-12-19,81814.02957564153,1657.6443367779077,789.2219046935757,337,90,41,46,60,55,25,42,6,0
2020-12-20,82283.78534105919,1258.977670111241,781.5552380269089,300,141,59,53,54,48,27,25,7,0
2020-12-21,82658.8744398102,1156.6443367779077,2296.596446818118,423,489,252,145,201,194,126,248,75,0
2020-12-22,82019.07617592382,1656.798182931754,1957.6166897330975,396,213,275,160,202,230,120,135,44,0
2020-12-23,81729.25766912248,1667.798182931754,1872.0833563997642,557,233,200,175,228,168,113,128,44,0
2020-12-24,81267.27249565447,1410.0981829317539,1133.3833563997641,396,139,113,119,93,81,32,56,15,0
2020-12-25,81134.68732218647,1000.7981829317538,532.4944675108753,203,58,57,30,23,33,14,31,6,0
2020-12-26,81455.10214871845,852.909294042865,613.4944675108753,207,135,72,30,28,29,10,22,5,0
2020-12-27,81899.01697525044,1057.409294042865,536.4944675108753,202,70,52,29,33,30,20,19,9,0
2020-12-28,82472.43180178244,1109.909294042865,1801.7158435430017,424,313,312,140,147,98,59,94,37,0
2020-12-29,82245.30397418694,1574.5880159475098,904.7541615974964,685,499,621,482,535,453,249,356,169,0
2020-12-30,82475.46420950892,1134.914396919479,904.7541615974964,0,0,0,0,0,0,0,0,0,0
2020-12-31,82705.6244448309,1134.914396919479,904.7541615974964,0,0,0,0,0,0,0,0,0,0
2021-01-01,82935.7846801529,1134.914396919479,904.7541615974964,0,0,0,0,0,0,0,0,0,0
2021-01-02,83165.94491547487,1134.914396919479,904.7541615974964,0,0,0,0,0,0,0,0,0,0
2021-01-03,83584.10515079685,1134.914396919479,256.33279407612883,188,0,6,4,13,8,4,3,2,0
2021-01-04,83766.72179637525,438.9494396545217,2566.137739131074,194,1230,67,188,209,192,119,142,75,1
2021-01-05,83181.61683023203,1981.032772987855,1746.923453416788,434,443,0,135,168,159,94,131,68,0
2021-01-06,83052.488054565,1617.7946777497598,1846.173453416788,428,240,282,106,235,128,108,144,56,1
2021-01-07,83164.48427889797,1958.1696777497598,2054.8845645278993,582,296,235,107,239,165,118,168,53,1
2021-01-08,82969.48050323094,1859.880788860871,1925.7678978612325,578,307,244,68,207,150,103,114,69,0
2021-01-09,82931.97672756392,1888.2641221942042,822.6769887703235,380,117,99,18,48,36,29,28,14,1
2021-01-10,83373.0638609878,1263.7641221942042,715.7114715289442,303,179,58,42,29,22,11,25,12,0
2021-01-11,83872.61651165306,1215.2641221942042,1954.378138195611,438,473,305,128,184,119,74,118,54,0
2021-01-12,83660.16916231831,1741.930788860871,1957.8463921638647,478,252,303,159,188,162,94,128,62,2
2021-01-13,83516.59641615818,1814.2736460037281,1893.0667311469156,475,241,256,192,155,163,102,156,65,1
2021-01-14,83495.97070389635,1872.441018885084,2034.3687113449355,471,250,164,199,189,191,121,168,79,0
2021-01-15,83357.89284642,1896.2908538685824,1874.251064286112,524,275,184,188,150,147,88,142,48,1
2021-01-16,83504.70714580639,2021.065363672504,882.1399531750009,394,145,76,77,36,35,24,36,9,1
2021-01-17,84028.02144519277,1405.4542525613929,823.8316198416675,351,217,51,55,47,39,16,19,7,0
2021-01-18,84433.01074457917,1228.8209192280594,823.3316198416675,293,204,82,54,55,44,18,24,17,0
2021-01-19,84796.66671063223,1186.9875858947262,2339.6887626988105,426,509,419,213,189,171,101,140,72,1
2021-01-20,84413.74529573291,1956.767347799488,2107.5220960321435,533,204,358,192,161,145,90,120,65,1
2021-01-21,84187.23297174268,1881.0097720419124,1977.9349783667255,524,249,243,194,205,168,93,162,69,0
2021-01-22,84028.73139603584,1819.43340265989,1821.601645033392,541,260,180,180,166,125,85,117,57,0
2021-01-23,84104.729820329,1897.6000693265564,851.6016450333922,370,135,60,62,57,35,21,36,8,0
2021-01-24,84670.22824462217,1417.1000693265564,790.4349783667254,352,178,67,58,48,22,18,26,10,0
2021-01-25,85101.393335582,1221.6000693265564,2122.3099783667253,450,522,273,161,153,122,86,143,59,1
2021-01-26,84700.18342654183,1721.1000693265564,1843.0004545572017,505,208,292,153,176,132,78,122,78,2
2021-01-27,84638.19970797785,1781.0167359932232,2080.333787890535,527,220,241,185,234,175,116,175,83,3
2021-01-28,84416.84098941387,1858.9750693265564,1942.3466084033555,526,241,202,169,244,170,99,127,60,2
2021-01-29,84263.09445033707,1788.6000693265564,1964.9458147525618,522,253,188,182,227,148,94,155,81,4
2021-01-30,84223.0119324243,1924.863296839784,863.4458147525619,396,107,64,67,78,35,19,34,10,1
2021-01-31,84794.92941451151,1435.363296839784,797.4458147525619,352,169,56,38,49,18,18,38,11,1
2021-02-01,85316.84689659874,1319.363296839784,2308.570814752562,527,533,332,144,226,111,85,125,78,4
2021-02-02,84837.26437868597,1828.988296839784,1797.5410528477998,541,312,432,259,335,236,162,212,123,4
2021-02-03,84804.44852743985,1764.7252016016887,2031.1010528478,312,147,196,140,152,101,67,114,52,0
2021-02-04,84603.11267619373,1829.7652016016887,1690.9343861811333,395,162,127,114,155,116,75,101,62,5
2021-02-05,84580.61015828096,1668.4318682683554,2014.1566084033554,581,309,188,185,185,143,93,139,66,4
2021-02-06,84494.98264036818,1928.5290904905776,891.6566084033554,408,172,63,56,54,45,19,26,15,0
2021-02-07,84994.4551224554,1391.1290904905777,814.1566084033554,338,180,56,40,52,19,18,29,16,2
2021-02-08,85388.42760454262,1208.1290904905777,2181.1221256447348,495,490,304,153,162,135,72,114,49,5
2021-02-09,85112.93456938847,1905.6290904905777,2090.4749034225124,500,222,300,166,207,180,103,166,81,4
2021-02-10,84933.09153423432,1910.6318682683554,2031.6415700891794,494,265,239,161,218,166,113,155,105,5
2021-02-11,84797.61516574683,1896.1652016016888,1934.6415700891794,538,263,182,165,213,160,84,130,75,4
2021-02-12,84608.13879725934,1745.1652016016888,1809.5701415177507,516,254,182,169,181,146,76,119,54,2
2021-02-13,84526.09100020041,1727.5223444588316,760.2368081844173,350,111,69,60,59,25,13,24,13,1
2021-02-14,85021.4932031415,1255.6390111254982,822.2368081844173,355,168,62,49,60,29,15,26,5,0
2021-02-15,85194.89540608258,995.6390111254983,893.7368081844173,269,183,100,76,65,50,31,45,20,2
2021-02-16,85400.58332330937,1099.4247254112126,1747.9746625905477,343,289,283,143,179,122,65,128,45,6
2021-02-17,85122.03453555533,1469.4258748364998,1643.449513539057,482,238,371,297,274,204,120,206,97,7
2021-02-18,84999.10992124301,1520.5248992267439,1667.338402427946,218,79,82,106,98,71,36,62,31,4
2021-02-19,84776.1853069307,1444.4137881156328,1980.6717357612793,572,158,161,236,219,144,79,131,95,8
2021-02-20,84807.59402595172,2012.0804547822993,777.1050690946126,358,81,57,67,59,43,14,24,13,0
2021-02-21,85435.3694116394,1404.8804547822995,865.1050690946126,355,173,56,55,45,43,20,42,17,0
2021-02-22,85835.14479732708,1264.8804547822995,2190.3439681050795,491,551,229,174,207,150,69,137,60,8
2021-02-23,85587.91955785849,1943.1187286364773,2156.431269692381,504,266,269,205,243,191,89,131,82,14
2021-02-24,85416.60146124703,1985.1131730809216,2297.1896030257144,576,281,266,171,280,206,89,161,109,8
2021-02-25,85281.38336463556,2161.971506414255,2191.6495258900263,568,258,187,163,246,195,95,194,106,15
2021-02-26,85160.87688081936,2071.1430420738097,2088.538414778915,622,289,161,150,249,154,92,155,77,4
2021-02-27,85146.98150811424,2074.6430420738097,888.9230301635306,408,135,58,53,72,34,18,25,19,5
2021-02-28,85749.97075079376,1491.9122728430405,850.756363496864,345,186,62,45,60,49,11,24,17,3
2021-03-01,86211.62666013994,1312.4122728430405,2506.1844680720274,504,562,358,147,175,179,102,177,91,15
2021-03-02,85537.18857753035,1831.746385462447,2155.0844680720274,535,253,293,166,214,180,97,164,105,11
2021-03-03,85366.85049492077,1984.746385462447,2331.4178014053605,556,256,250,228,242,233,74,143,134,11
2021-03-04,85201.51241231119,2166.0797187957805,2385.1305513442135,609,289,200,213,233,218,111,194,101,11
2021-03-05,84922.18614256085,2105.8042815938725,2139.645702859365,610,321,164,214,232,168,62,111,74,19
2021-03-06,84845.16290311354,2062.6224634120545,1011.9790361926983,446,185,68,68,59,42,16,31,11,3
2021-03-07,85387.47299699957,1554.2891300787212,829.9790361926983,339,185,63,47,39,34,10,35,6,5
2021-03-08,85946.78309088558,1389.2891300787212,2377.645702859365,497,594,325,183,173,162,70,139,78,13
2021-03-09,85559.42651810494,1990.2891300787212,2577.520702859365,601,331,369,220,248,241,102,178,131,12
2021-03-10,85377.0699453243,2395.164130078721,1568.520702859365,473,203,176,122,137,119,66,83,58,6
2021-03-11,85370.71337254366,1562.1641300787212,2184.702521041183,486,397,194,212,223,168,94,144,76,19
2021-03-12,85282.9749815812,2096.964130078721,1986.6441310185076,575,321,220,181,193,141,65,99,62,3
2021-03-13,85300.94123914481,2004.6103885821226,1057.50712536879,421,134,119,83,89,64,21,38,16,0
2021-03-14,85833.33546281012,1589.9013490341,955.3203071869718,408,179,69,59,75,33,17,21,16,3
2021-03-15,86100.5227633985,1222.5076077753586,2341.7925294091942,469,569,343,201,185,148,68,131,75,6
2021-03-16,85609.90450843134,1851.1742744420253,2189.2982112273758,535,267,344,213,187,175,99,142,93,20
2021-03-17,85458.4167026933,2037.8104054893406,2293.770912376801,536,288,253,253,232,214,110,165,73,10
2021-03-18,85065.96337971388,1901.3175893973864,2080.1834123768012,554,295,203,188,237,195,83,130,68,11
2021-03-19,85013.53999527078,2027.760027933693,2026.5571134835004,599,254,176,180,229,153,81,123,68,6
2021-03-20,85207.98128656195,2220.998404774672,1008.5571134835004,436,134,78,78,79,52,24,38,21,0
2021-03-21,85824.42257785313,1624.9984047746718,853.5113618495135,358,177,57,64,62,29,19,22,12,0
2021-03-22,86403.870405092,1432.9591890883974,2388.3295436676954,537,564,288,157,220,139,97,148,98,12
2021-03-23,86016.50005051271,2000.9591890883974,2179.0795436676954,523,272,333,184,237,167,74,146,92,12
2021-03-24,85939.37969593341,2101.9591890883976,2291.732321445473,573,252,286,221,246,173,104,157,104,14
2021-03-25,85738.60656357634,2090.959189088397,2679.3541396272913,554,329,205,230,282,226,120,281,161,72
2021-03-26,85461.40898677481,2402.1565628257713,2132.1874729606247,582,319,213,211,219,180,95,115,66,10
2021-03-27,85388.21140997329,2058.9898961591043,946.6874729606246,410,136,84,55,83,44,28,28,17,0
2021-03-28,86057.01383317178,1615.4898961591043,937.1357488226936,408,188,83,46,71,31,24,27,10,3
2021-03-29,86485.52315292197,1365.6450685728976,2409.207177394122,521,614,330,187,205,158,77,124,73,11
2021-03-30,85980.03247267217,1903.716497144326,2172.7797803367507,545,261,329,176,221,185,92,135,112,15
2021-03-31,85853.82402473864,2046.571332403205,2162.7797803367507,576,322,271,197,222,142,90,123,80,10
2021-04-01,85664.61557680508,1973.571332403205,2287.5072803367507,557,327,238,246,273,196,105,125,81,16
2021-04-02,85477.6926844271,2100.5843879587605,1740.4358517653222,527,281,168,178,175,138,78,85,47,6
2021-04-03,85591.43645871578,1854.1796260539986,941.6858517653222,414,162,86,71,64,35,15,27,13,3
2021-04-04,86101.18023300444,1451.4296260539986,845.6858517653222,333,188,63,44,71,34,27,16,16,1
2021-04-05,86650.92400729313,1395.4296260539986,2339.6858517653222,513,494,348,185,200,189,93,130,92,11
2021-04-06,86281.16778158181,1969.9296260539986,2350.6858517653222,594,322,343,197,210,186,104,121,93,15
2021-04-07,86021.41155587048,2090.9296260539986,2416.120492288198,624,272,285,236,319,188,104,133,89,13
2021-04-08,85764.42657198923,2159.1355084069396,2412.3371589548647,640,345,231,237,303,233,114,135,68,21
2021-04-09,85476.1011119175,2124.01169888313,2097.908587526293,630,299,170,179,236,196,77,121,77,7
2021-04-10,85601.44231851242,2223.2497941212255,1034.4085875262933,442,165,93,66,95,47,20,34,22,0
2021-04-11,86043.78352510736,1476.7497941212255,907.2657303834361,368,207,90,86,85,49,24,38,21,4
2021-04-12,86575.55330313086,1439.0355084069397,2431.9909556086614,570,595,326,174,209,140,79,108,91,13
2021-04-13,86056.27803610932,1912.71568858712,2278.9909556086614,538,284,349,188,234,199,99,123,107,22
2021-04-14,85890.00276908778,2112.71568858712,2227.824288941995,589,279,267,202,221,189,99,120,100,10
2021-04-15,85715.89416873289,2053.71568858712,2211.824288941995,588,304,205,206,249,171,94,152,107,14
2021-04-16,85577.28556837802,2073.21568858712,2111.9969674875547,605,260,200,177,199,182,104,143,84,10
2021-04-17,85538.16530642674,2072.8767055362728,912.2469674875546,372,139,81,61,73,45,30,27,17,3
2021-04-18,86150.54504447547,1524.6267055362725,894.3898246304117,395,189,56,57,46,43,16,29,16,1
2021-04-19,86672.49621109561,1416.3409912505583,2374.484164253053,536,555,337,189,221,148,75,128,79,8
2021-04-20,86252.4851135648,1954.4730667222564,2097.656691725581,509,273,319,196,206,214,83,127,68,12
2021-04-21,86130.60082922083,1975.772407381597,2236.2281202970094,535,284,283,207,241,202,107,135,119,19
2021-04-22,85891.14511630542,1996.772407381597,2268.463763861366,536,314,234,216,310,221,112,150,105,30
2021-04-23,85616.3993043801,1993.7179519360525,1866.4637638613658,444,284,189,179,194,169,78,84,90,8
2021-04-24,85715.65349245479,1965.7179519360525,921.9637638613657,391,148,75,54,81,45,16,22,14,3
2021-04-25,86173.40768052948,1379.7179519360525,858.9260087593249,322,198,62,64,80,36,23,12,8,0
2021-04-26,86565.58431758375,1251.1026458136034,2344.711723045039,480,529,310,196,205,171,96,128,104,13
2021-04-27,86138.47524035232,1917.6026458136034,2218.8561674894836,535,253,302,228,215,167,103,134,114,22
2021-04-28,86079.34116312089,2159.722090258048,2281.2088523932325,618,280,274,229,233,176,114,124,95,24
2021-04-29,85801.77851446088,2003.6462037332253,2182.7088523932325,563,284,177,217,254,217,86,117,103,20
2021-04-30,85705.71586580087,2086.6462037332253,2066.6568749921025,639,339,174,195,234,169,81,93,66,9
2021-05-01,85813.02149801253,2173.962507203766,896.6568749921024,389,145,65,57,82,46,32,20,17,2
2021-05-02,86408.32713022419,1491.962507203766,848.6568749921024,341,207,61,46,53,43,14,20,15,1
2021-05-03,86931.63276243585,1371.962507203766,2497.133065468293,569,603,332,237,216,195,92,99,73,15
2021-05-04,86390.33522004435,1955.8355230767818,2184.4517056296295,479,263,307,183,246,170,122,117,91,18
2021-05-05,86203.93655405733,1998.053039642613,2182.4517056296295,548,261,297,208,246,185,95,124,105,8
2021-05-06,86138.5378880703,2117.053039642613,2179.007261185185,611,309,186,200,264,174,104,139,75,11
2021-05-07,86136.1392220833,2176.6085951981686,2075.507261185185,616,302,197,205,232,157,80,110,77,14
2021-05-08,86214.84769895342,2154.2157380553112,953.6739278518519,403,168,65,70,77,62,19,30,13,2
2021-05-09,86821.55617582356,1560.3824047219782,904.1739278518519,383,221,56,41,63,46,21,19,19,0
2021-05-10,87156.26465269367,1238.8824047219782,2361.173927851852,490,584,330,213,201,146,88,106,95,23
2021-05-11,86688.9731295638,1893.8824047219782,2142.173927851852,462,272,303,205,248,194,96,133,104,22
2021-05-12,86595.68160643392,2048.882404721978,2281.173927851852,551,258,291,191,262,197,105,181,124,18
2021-05-13,86359.27897219294,2044.771293610867,2115.3405945185186,555,323,203,195,269,200,111,108,75,18
2021-05-14,86381.50133795195,2137.562960277534,2225.673927851852,621,350,158,237,207,173,82,113,108,20
2021-05-15,86411.47370371097,2255.646293610867,928.0072611851853,441,138,68,65,64,53,17,25,21,2
2021-05-16,86936.65606946999,1453.1896269442004,870.0072611851853,332,218,51,61,48,40,18,38,15,1
2021-05-17,87425.838435229,1359.1896269442004,2520.520081698006,522,616,295,206,208,183,105,119,134,9
2021-05-18,87024.02080098802,2118.7024474570208,2118.353415031339,514,273,317,188,218,207,86,100,99,21
2021-05-19,86975.78650008037,2070.1191141236877,2349.7636714415953,535,302,265,229,315,207,119,131,104,20
2021-05-20,86783.29578891631,2157.2729602775335,2270.562084140008,596,292,204,212,266,252,113,131,89,17
2021-05-21,86633.21618886336,2120.4824840870574,2049.2079174733417,579,301,197,204,205,187,78,101,89,12
2021-05-22,86653.61575547708,2069.6074840870574,892.7079174733416,386,132,67,71,61,37,23,29,13,1
2021-05-23,87386.84865542412,1625.9408174203909,966.7079174733416,411,196,74,64,78,44,15,21,17,2
2021-05-24,87792.08155537117,1371.9408174203909,2412.7079174733417,491,567,337,187,198,190,106,120,95,26
2021-05-25,87439.31445531822,2059.940817420391,2269.70249875413,547,257,353,209,254,200,108,120,103,19
2021-05-26,87423.36903014212,2253.7570735780264,2424.8201458129533,603,298,316,231,269,216,108,116,98,22
2021-05-27,87172.8647814366,2174.315897107438,2329.3201458129533,607,332,192,228,291,221,97,116,106,33
2021-05-28,86946.36053273108,2102.815897107438,2159.3201458129533,599,355,194,212,227,171,91,108,67,17
2021-05-29,86968.35628402558,2181.315897107438,953.597923590731,460,113,73,69,77,55,21,24,11,5
2021-05-30,87707.57425754228,1692.815897107438,983.397923590731,465,210,62,42,58,40,24,19,13,1
2021-05-31,88178.39223105898,1454.215897107438,1022.897923590731,406,218,97,67,72,52,30,35,15,0
2021-06-01,88590.71020457569,1435.215897107438,2706.821000513808,539,519,527,210,247,184,109,125,99,18
2021-06-02,88163.61792168215,2279.7287176202585,2580.821000513808,635,300,394,257,338,224,108,124,79,16
2021-06-03,87786.52563878859,2203.7287176202585,2423.021000513808,598,299,270,230,327,253,103,126,104,16
2021-06-04,87673.43335589505,2309.9287176202583,2317.1376671804746,666,377,178,258,270,205,87,108,70,13
2021-06-05,87650.32440633482,2294.0287176202587,965.2376671804747,440,144,70,69,70,46,30,31,15,1
2021-06-06,88358.2154567746,1673.1287176202586,917.4251671804747,402,213,52,55,65,34,12,16,11,1
2021-06-07,88837.6690072144,1396.8787176202586,2367.912346667654,491,609,253,181,221,191,77,108,98,25
2021-06-08,88535.78922432085,2066.032563774105,2450.949688439806,557,300,342,201,307,236,119,135,114,27
2021-06-09,88508.42104480282,2423.581508921784,2623.199688439806,706,328,313,222,325,234,120,166,78,20
2021-06-10,88110.0528652848,2224.831508921784,2346.699688439806,577,328,238,245,315,229,108,123,90,22
2021-06-11,88112.85135243344,2349.4981755884505,2041.2720154838312,589,304,163,190,254,166,86,88,64,17
2021-06-12,88211.94543706637,2140.3661001167525,941.5710350916743,398,171,64,65,75,53,27,25,15,1
2021-06-13,88875.95945633981,1605.5850543651186,1192.8210350916743,422,247,135,71,68,60,39,54,35,10
2021-06-14,89131.8068089466,1448.6683876984519,3114.112517494038,564,542,341,164,213,169,744,207,56,22
2021-06-15,88145.27659687898,2127.582305426418,2139.822517494038,533,253,289,203,222,201,97,119,92,27
2021-06-16,88175.12749592245,2169.6734165375287,2443.522517494038,635,331,276,214,256,214,111,150,103,26
2021-06-17,87886.97839496595,2155.373416537529,2571.522517494038,606,296,199,267,284,239,100,134,261,51
2021-06-18,87726.82929400944,2411.373416537529,1920.5225174940379,639,286,157,184,203,161,82,77,53,8
2021-06-19,87834.68019305293,2028.3734165375288,960.522517494038,425,171,74,64,73,47,18,26,15,2
2021-06-20,88450.53109209643,1576.3734165375288,900.6464491179696,392,191,59,69,70,38,17,24,19,4
2021-06-21,88975.43754669547,1425.552903717016,2519.388873360394,543,548,355,195,218,194,113,117,95,19
2021-06-22,88556.64703159755,2100.5983582624704,3034.388873360394,597,242,382,284,306,306,168,197,187,195
2021-06-23,88265.68984983295,2743.431691595804,2296.384496992779,586,290,275,262,261,193,102,141,74,24
2021-06-24,88170.73266806836,2201.427315228189,2441.3083065165883,633,334,240,251,273,259,123,159,82,33
2021-06-25,87847.97548630378,2118.5511247519985,2147.2083065165884,592,326,192,209,231,211,79,117,61,15
2021-06-26,88032.21830453919,2331.4511247519986,958.7583065165885,473,125,76,65,68,49,27,27,12,2
2021-06-27,88710.46112277459,1637.0011247519985,969.4249731832551,396,232,95,73,73,37,26,25,11,5
2021-06-28,89221.70394101001,1480.6677914186653,2863.924973183255,565,644,367,186,257,234,116,164,122,37
2021-06-29,88571.94675924542,2214.1677914186653,3475.799973183255,623,298,759,311,337,335,187,256,131,59
2021-06-30,88340.18957748082,3244.0427914186653,2336.4666398499216,660,310,248,235,242,217,105,129,80,29
2021-07-01,88191.93239571624,2188.209458085332,2579.64845803174,634,386,240,285,337,213,104,155,103,34
2021-07-02,87922.52369880013,2310.239761115635,2409.14845803174,721,357,234,212,262,187,89,108,68,40
2021-07-03,87828.11500188403,2314.739761115635,1056.14845803174,493,159,87,81,72,50,23,24,17,5
2021-07-04,88456.20630496793,1684.239761115635,1009.6206802539622,480,220,60,54,64,40,24,15,10,4
2021-07-05,88941.29760805181,1494.7119833378572,1013.1206802539622,385,184,138,86,48,55,31,26,18,3
2021-07-06,89447.38891113571,1519.2119833378572,2650.6206802539623,526,535,519,214,273,199,117,124,81,21
2021-07-07,89014.48021421961,2217.711983337857,2532.2456802539623,579,356,399,260,278,193,133,146,63,21
2021-07-08,88684.0715173035,2201.836983337857,2430.9679024761845,618,287,283,280,305,233,128,147,91,20
2021-07-09,88491.10726483184,2238.003650004524,2309.634569142851,654,348,192,251,255,214,86,115,75,22
2021-07-10,88482.80967902685,2301.336983337857,943.6345691428511,428,128,67,85,74,53,19,33,16,5
2021-07-11,89095.51209322186,1556.3369833378572,1021.6345691428511,393,230,101,91,64,39,19,17,19,4
2021-07-12,89460.21450741687,1386.3369833378572,2352.7860842943664,525,585,292,211,192,194,93,108,73,14
2021-07-13,89188.06843676338,2080.6400136408874,2249.3971954054773,539,268,339,208,286,247,109,119,63,21
2021-07-14,89194.08903277657,2255.4177914186653,2393.3971954054773,624,291,276,252,297,212,110,147,85,31
2021-07-15,88947.10962878975,2146.4177914186653,2413.2971954054774,624,323,234,263,311,250,116,125,72,28
2021-07-16,88801.13022480294,2267.3177914186654,2208.554771163053,672,320,209,208,281,192,94,97,54,20
2021-07-17,88832.50688142219,2239.9314277823014,979.554771163053,448,139,73,58,87,61,25,47,7,2
2021-07-18,89438.88353804144,1585.9314277823016,989.554771163053,420,194,81,71,75,41,25,22,20,0
2021-07-19,89794.26019466069,1344.9314277823016,2462.804771163053,548,577,377,225,239,176,104,121,55,42
2021-07-20,89287.13685127994,1955.6814277823016,2196.1269933852755,517,258,303,213,240,212,91,126,84,28
2021-07-21,89305.51350789919,2214.503650004524,2362.793660051942,625,271,308,241,263,249,79,117,70,22
2021-07-22,88917.05683118511,1974.3369833378572,2258.293660051942,510,330,197,206,295,260,136,126,75,20
2021-07-23,88795.10015447102,2136.336983337857,2079.043660051942,681,303,151,179,234,198,86,110,55,23
2021-07-24,88837.64347775694,2121.586983337857,925.3769933852753,407,129,62,81,74,68,19,29,15,3
2021-07-25,89478.52013437619,1566.2536500045237,942.7103267186086,398,217,50,61,70,47,18,22,18,2
2021-07-26,89896.73012432877,1360.9203166711904,2364.8769933852755,535,561,336,204,236,191,101,115,52,19
2021-07-27,89484.44011428134,1952.5869833378572,2262.8769933852755,568,280,307,226,264,209,112,118,67,19
2021-07-28,89303.15010423392,2081.586983337857,2157.2103267186085,564,247,252,208,259,214,107,131,80,23
2021-07-29,89195.86009418652,2049.9203166711904,2168.64143782972,579,290,182,211,257,205,112,141,77,30
2021-07-30,89150.4500841391,2123.2314277823016,2208.627924316206,663,323,194,220,243,218,89,130,58,16
2021-07-31,89191.93196598356,2250.10980616068,1069.9612576495397,515,130,74,87,76,57,17,36,9,3
2021-08-01,89704.08051449471,1582.10980616068,1021.3764953793446,430,195,68,69,77,57,29,50,15,5
2021-08-02,90092.12942170938,1409.4254025940247,2507.1264953793448,558,621,350,228,211,213,90,101,62,28
2021-08-03,89646.05332892407,2061.0504025940245,3155.2264953793447,568,386,339,212,430,404,199,305,146,60
2021-08-04,89347.72723613874,2856.900402594025,2362.0911818479917,662,245,326,208,262,213,106,131,85,27
2021-08-05,89247.01995523462,2261.3839009438598,2395.3161818479916,634,358,299,206,278,238,121,117,70,20
2021-08-06,89198.72934099715,2347.025567610526,2174.3161818479916,675,362,242,181,219,204,91,88,49,15
2021-08-07,89285.43872675968,2261.025567610526,1078.8161818479916,444,172,99,84,102,74,26,28,21,6
2021-08-08,89826.39811252222,1619.7755676105262,1091.8161818479916,459,206,87,105,79,53,31,25,10,6
2021-08-09,90177.35749828475,1442.7755676105262,2636.982848514658,604,585,360,258,247,207,118,129,70,18
2021-08-10,89590.8168840473,2050.4422342771927,2413.8161818479916,577,271,383,237,274,232,98,163,73,34
2021-08-11,89480.27626980982,2303.275567610526,2469.3161818479916,686,297,336,253,266,218,115,137,75,28
2021-08-12,89220.62454446124,2209.6644564994153,2400.3161818479916,629,319,244,300,273,226,110,154,80,20
2021-08-13,89077.97281911266,2257.6644564994153,2335.3161818479916,735,335,208,286,203,210,95,131,66,23
2021-08-14,88989.3210937641,2246.6644564994153,995.3161818479915,474,124,80,83,79,51,32,32,11,4
